osm_id,osm_type,name,phone,email,website,street,city,state,postcode,category,lat,lon,strategy,primary_flaw,flaw_count,score,grade,report_json,demo_url
82855238,way,Best Western Orlando Gateway Hotel,+1 407-351-5009,,https://www.bestwestern.com/en_US/book/hotel-rooms.10380.html,Universal Boulevard,Orlando,Florida,32819,tourism=hotel,28.4579482,-81.4633498,website_upgrade,protected_asset,0,70,C,"{""score"": 70, ""grade"": ""C"", ""is_protected"": true, ""error"": null, ""checks"": [], ""flaw_count"": 0, ""primary_flaw"": ""protected_asset""}",https://demo-site-beige-eight.vercel.app/?biz=Best+Western+Orlando+Gateway+Hotel&city=Orlando&cat=tourism%3Dhotel&phone=%2B1+407-351-5009&report=eyJzY29yZSI6IDcwLCAiZ3JhZGUiOiAiQyIsICJpc3N1ZXMiOiBbXX0%3D
136663292,way,Fairfield Inn Orlando Airport,,,https://www.marriott.com/mcofa,Augusta National Drive,Orlando,Florida,32822,tourism=hotel,28.4609889,-81.3069469,website_upgrade,protected_asset,0,70,C,"{""score"": 70, ""grade"": ""C"", ""is_protected"": true, ""error"": null, ""checks"": [], ""flaw_count"": 0, ""primary_flaw"": ""protected_asset""}",https://demo-site-beige-eight.vercel.app/?biz=Fairfield+Inn+Orlando+Airport&city=Orlando&cat=tourism%3Dhotel&phone=&report=eyJzY29yZSI6IDcwLCAiZ3JhZGUiOiAiQyIsICJpc3N1ZXMiOiBbXX0%3D
136663301,way,Hampton Inn Orlando International Airport,+1 407-888-2995,,https://www.hilton.com/en/hotels/mcoaphx-hampton-orlando-international-airport/,T.G. Lee Boulevard,Orlando,Florida,32822,tourism=hotel,28.4608925,-81.3076557,website_upgrade,protected_asset,0,70,C,"{""score"": 70, ""grade"": ""C"", ""is_protected"": true, ""error"": null, ""checks"": [], ""flaw_count"": 0, ""primary_flaw"": ""protected_asset""}",https://demo-site-beige-eight.vercel.app/?biz=Hampton+Inn+Orlando+International+Airport&city=Orlando&cat=tourism%3Dhotel&phone=%2B1+407-888-2995&report=eyJzY29yZSI6IDcwLCAiZ3JhZGUiOiAiQyIsICJpc3N1ZXMiOiBbXX0%3D
136663303,way,Residence Inn Orlando Airport,+1 407-856-2444,,https://www.marriott.com/mcoar,Augusta National Drive,Orlando,Florida,32822,tourism=hotel,28.4618168,-81.3066594,website_upgrade,protected_asset,0,70,C,"{""score"": 70, ""grade"": ""C"", ""is_protected"": true, ""error"": null, ""checks"": [], ""flaw_count"": 0, ""primary_flaw"": ""protected_asset""}",https://demo-site-beige-eight.vercel.app/?biz=Residence+Inn+Orlando+Airport&city=Orlando&cat=tourism%3Dhotel&phone=%2B1+407-856-2444&report=eyJzY29yZSI6IDcwLCAiZ3JhZGUiOiAiQyIsICJpc3N1ZXMiOiBbXX0%3D
136663305,way,SpringHill Suites Orlando Airport,+1 407-816-5533,,https://www.marriott.com/mcosa,Hazeltine National Drive,Orlando,Florida,32822,tourism=hotel,28.4624494,-81.3068421,website_upgrade,protected_asset,0,70,C,"{""score"": 70, ""grade"": ""C"", ""is_protected"": true, ""error"": null, ""checks"": [], ""flaw_count"": 0, ""primary_flaw"": ""protected_asset""}",https://demo-site-beige-eight.vercel.app/?biz=SpringHill+Suites+Orlando+Airport&city=Orlando&cat=tourism%3Dhotel&phone=%2B1+407-816-5533&report=eyJzY29yZSI6IDcwLCAiZ3JhZGUiOiAiQyIsICJpc3N1ZXMiOiBbXX0%3D
140619604,way,Comfort Inn International,+1 407-313-4000,,https://www.choicehotels.com/florida/orlando/rodeway-inn-hotels,International Drive,Orlando,Florida,32819,tourism=hotel,28.4478932,-81.4729899,website_upgrade,Website is unreachable or down,1,0,F,"{""score"": 0, ""grade"": ""F"", ""is_protected"": false, ""error"": ""Connection Failed"", ""checks"": [{""id"": ""uptime"", ""title"": ""Website is unreachable or down"", ""status"": ""fail"", ""detail"": ""The server refused the connection."", ""recommendation"": ""Verify hosting/DNS is active; migrate to reliable hosting.""}], ""flaw_count"": 1, ""primary_flaw"": ""Website is unreachable or down""}",https://demo-site-beige-eight.vercel.app/?biz=Comfort+Inn+International&city=Orlando&cat=tourism%3Dhotel&phone=%2B1+407-313-4000&report=eyJzY29yZSI6IDAsICJncmFkZSI6ICJGIiwgImlzc3VlcyI6IFsiV2Vic2l0ZSBpcyB1bnJlYWNoYWJsZSBvciBkb3duIl19
140619612,way,Embassy Suites by Hilton Orlando - International Drive / Convention Center,+1 407 352 1400,,https://www.hilton.com/en/hotels/mcoores-embassy-suites-orlando-international-drive-convention-center/,International Drive,Orlando,Florida,32819,tourism=hotel,28.4381616,-81.4730802,website_upgrade,protected_asset,0,70,C,"{""score"": 70, ""grade"": ""C"", ""is_protected"": true, ""error"": null, ""checks"": [], ""flaw_count"": 0, ""primary_flaw"": ""protected_asset""}",https://demo-site-beige-eight.vercel.app/?biz=Embassy+Suites+by+Hilton+Orlando+-+International+Drive+%2F+Convention+Center&city=Orlando&cat=tourism%3Dhotel&phone=%2B1+407+352+1400&report=eyJzY29yZSI6IDcwLCAiZ3JhZGUiOiAiQyIsICJpc3N1ZXMiOiBbXX0%3D
140619637,way,Clarion Inn International Drive,,,https://www.choicehotels.com/florida/orlando/clarion-hotels/fl774,International Drive,Orlando,Florida,32819,tourism=hotel,28.4426178,-81.4723116,website_upgrade,Website is unreachable or down,1,0,F,"{""score"": 0, ""grade"": ""F"", ""is_protected"": false, ""error"": ""Connection Failed"", ""checks"": [{""id"": ""uptime"", ""title"": ""Website is unreachable or down"", ""status"": ""fail"", ""detail"": ""The server refused the connection."", ""recommendation"": ""Verify hosting/DNS is active; migrate to reliable hosting.""}], ""flaw_count"": 1, ""primary_flaw"": ""Website is unreachable or down""}",https://demo-site-beige-eight.vercel.app/?biz=Clarion+Inn+International+Drive&city=Orlando&cat=tourism%3Dhotel&phone=&report=eyJzY29yZSI6IDAsICJncmFkZSI6ICJGIiwgImlzc3VlcyI6IFsiV2Vic2l0ZSBpcyB1bnJlYWNoYWJsZSBvciBkb3duIl19
140641431,way,Hampton Inn Orlando International Drive/Convention Center,+1 407-354-4447,,https://www.hilton.com/en/hotels/mcocchx-hampton-orlando-international-drive-convention-center/,Universal Boulevard,Orlando,Florida,32819,tourism=hotel,28.4365787,-81.4689528,website_upgrade,protected_asset,0,70,C,"{""score"": 70, ""grade"": ""C"", ""is_protected"": true, ""error"": null, ""checks"": [], ""flaw_count"": 0, ""primary_flaw"": ""protected_asset""}",https://demo-site-beige-eight.vercel.app/?biz=Hampton+Inn+Orlando+International+Drive%2FConvention+Center&city=Orlando&cat=tourism%3Dhotel&phone=%2B1+407-354-4447&report=eyJzY29yZSI6IDcwLCAiZ3JhZGUiOiAiQyIsICJpc3N1ZXMiOiBbXX0%3D
140641442,way,La Quinta Inn & Suites Orlando Convention Center,+1 407-345-1365,,https://www.wyndhamhotels.com/laquinta/orlando-florida/la-quinta-orlando-i-drive-conv-center/overview,Universal Boulevard,Orlando,Florida,32819,tourism=hotel,28.4411845,-81.4687591,website_upgrade,Sluggish load time (2.0s),2,75,B,"{""score"": 75, ""grade"": ""B"", ""is_protected"": false, ""error"": null, ""checks"": [{""id"": ""ssl"", ""title"": ""Valid HTTPS"", ""status"": ""pass"", ""detail"": ""Site is served securely over HTTPS."", ""recommendation"": """"}, {""id"": ""speed"", ""title"": ""Sluggish load time (2.0s)"", ""status"": ""fail"", ""detail"": ""Server response is slower than the ~1s users expect."", ""recommendation"": ""Enable caching/CDN and compress assets to cut response time.""}, {""id"": ""mobile"", ""title"": ""Mobile responsive"", ""status"": ""pass"", ""detail"": ""Viewport meta tag is present."", ""recommendation"": """"}, {""id"": ""seo_title"", ""title"": ""Page title present"", ""status"": ""pass"", ""detail"": ""Title: \""La Quinta Inn & Suites by Wyndham Orlando I Drive/Conv Ctr |\"""", ""recommendation"": """"}, {""id"": ""seo_meta"", ""title"": ""Meta description present"", ""status"": ""pass"", ""detail"": ""Search snippet is controlled, not auto-generated."", ""recommendation"": """"}, {""id"": ""seo_h1"", ""title"": ""Primary heading (H1) present"", ""status"": ""pass"", ""detail"": ""Clear page hierarchy for SEO."", ""recommendation"": """"}, {""id"": ""favicon"", ""title"": ""Favicon present"", ""status"": ""pass"", ""detail"": ""Browser tab branding is set."", ""recommendation"": """"}, {""id"": ""social_tags"", ""title"": ""Missing social preview tags"", ""status"": ""fail"", ""detail"": ""No Open Graph tags \u2014 shared links show a blank/ugly preview."", ""recommendation"": ""Add og:title, og:description and og:image meta tags.""}], ""flaw_count"": 2, ""primary_flaw"": ""Sluggish load time (2.0s)""}",https://demo-site-beige-eight.vercel.app/?biz=La+Quinta+Inn+%26+Suites+Orlando+Convention+Center&city=Orlando&cat=tourism%3Dhotel&phone=%2B1+407-345-1365&report=eyJzY29yZSI6IDc1LCAiZ3JhZGUiOiAiQiIsICJpc3N1ZXMiOiBbIlNsdWdnaXNoIGxvYWQgdGltZSAoMi4wcykiLCAiTWlzc2luZyBzb2NpYWwgcHJldmlldyB0YWdzIl19
140641446,way,Residence Inn Orlando Convention Center,+1 407-226-0288,,https://www.marriott.com/mcocv,Universal Boulevard,Orlando,Florida,32819,tourism=hotel,28.4376644,-81.4688409,website_upgrade,protected_asset,0,70,C,"{""score"": 70, ""grade"": ""C"", ""is_protected"": true, ""error"": null, ""checks"": [], ""flaw_count"": 0, ""primary_flaw"": ""protected_asset""}",https://demo-site-beige-eight.vercel.app/?biz=Residence+Inn+Orlando+Convention+Center&city=Orlando&cat=tourism%3Dhotel&phone=%2B1+407-226-0288&report=eyJzY29yZSI6IDcwLCAiZ3JhZGUiOiAiQyIsICJpc3N1ZXMiOiBbXX0%3D
140789656,way,Hampton Inn & Suites,+1 407 313 3030;+1 800 426 7866,,https://www.hilton.com/en/hotels/mcoidhx-hampton-suites-orlando-intl-dr-n/,International Drive,Orlando,Florida,32819,tourism=hotel,28.4530701,-81.4734072,website_upgrade,protected_asset,0,70,C,"{""score"": 70, ""grade"": ""C"", ""is_protected"": true, ""error"": null, ""checks"": [], ""flaw_count"": 0, ""primary_flaw"": ""protected_asset""}",https://demo-site-beige-eight.vercel.app/?biz=Hampton+Inn+%26+Suites&city=Orlando&cat=tourism%3Dhotel&phone=%2B1+407+313+3030%3B%2B1+800+426+7866&report=eyJzY29yZSI6IDcwLCAiZ3JhZGUiOiAiQyIsICJpc3N1ZXMiOiBbXX0%3D
140789658,way,Suburban Studios International Drive,+1-407-313-1090,,https://www.choicehotels.com/florida/orlando/econo-lodge-hotels/fl894,International Drive,Orlando,Florida,32819,tourism=hotel,28.4563143,-81.4729552,website_upgrade,Website is unreachable or down,1,0,F,"{""score"": 0, ""grade"": ""F"", ""is_protected"": false, ""error"": ""Connection Failed"", ""checks"": [{""id"": ""uptime"", ""title"": ""Website is unreachable or down"", ""status"": ""fail"", ""detail"": ""The server refused the connection."", ""recommendation"": ""Verify hosting/DNS is active; migrate to reliable hosting.""}], ""flaw_count"": 1, ""primary_flaw"": ""Website is unreachable or down""}",https://demo-site-beige-eight.vercel.app/?biz=Suburban+Studios+International+Drive&city=Orlando&cat=tourism%3Dhotel&phone=%2B1-407-313-1090&report=eyJzY29yZSI6IDAsICJncmFkZSI6ICJGIiwgImlzc3VlcyI6IFsiV2Vic2l0ZSBpcyB1bnJlYWNoYWJsZSBvciBkb3duIl19
140789669,way,"DASKK Orlando Hotel near Universal Blvd, Ascend Hotel Collection",+1 407 363 0332,,https://www.choicehotels.com/florida/orlando/ascend-hotels/fl280,Canada Avenue,Orlando,Florida,32819,tourism=hotel,28.4542541,-81.4691002,website_upgrade,Website is unreachable or down,1,0,F,"{""score"": 0, ""grade"": ""F"", ""is_protected"": false, ""error"": ""Connection Failed"", ""checks"": [{""id"": ""uptime"", ""title"": ""Website is unreachable or down"", ""status"": ""fail"", ""detail"": ""The server refused the connection."", ""recommendation"": ""Verify hosting/DNS is active; migrate to reliable hosting.""}], ""flaw_count"": 1, ""primary_flaw"": ""Website is unreachable or down""}",https://demo-site-beige-eight.vercel.app/?biz=DASKK+Orlando+Hotel+near+Universal+Blvd%2C+Ascend+Hotel+Collection&city=Orlando&cat=tourism%3Dhotel&phone=%2B1+407+363+0332&report=eyJzY29yZSI6IDAsICJncmFkZSI6ICJGIiwgImlzc3VlcyI6IFsiV2Vic2l0ZSBpcyB1bnJlYWNoYWJsZSBvciBkb3duIl19
140819259,way,Hilton Garden Inn Orlando International Drive North,,,https://www.hilton.com/en/hotels/orlihgi-hilton-garden-inn-orlando-international-drive-north/,American Way,Orlando,Florida,32819,tourism=hotel,28.4656935,-81.4610545,website_upgrade,protected_asset,0,70,C,"{""score"": 70, ""grade"": ""C"", ""is_protected"": true, ""error"": null, ""checks"": [], ""flaw_count"": 0, ""primary_flaw"": ""protected_asset""}",https://demo-site-beige-eight.vercel.app/?biz=Hilton+Garden+Inn+Orlando+International+Drive+North&city=Orlando&cat=tourism%3Dhotel&phone=&report=eyJzY29yZSI6IDcwLCAiZ3JhZGUiOiAiQyIsICJpc3N1ZXMiOiBbXX0%3D
141114077,way,Grand Hotel Universal,+1 407 313 9999,,https://grandhotelorlando.com/,Universal Boulevard,Orlando,Florida,32819,tourism=hotel,28.4514007,-81.464523,website_upgrade,Sluggish load time (1.4s),1,85,B,"{""score"": 85, ""grade"": ""B"", ""is_protected"": false, ""error"": null, ""checks"": [{""id"": ""ssl"", ""title"": ""Valid HTTPS"", ""status"": ""pass"", ""detail"": ""Site is served securely over HTTPS."", ""recommendation"": """"}, {""id"": ""speed"", ""title"": ""Sluggish load time (1.4s)"", ""status"": ""fail"", ""detail"": ""Server response is slower than the ~1s users expect."", ""recommendation"": ""Enable caching/CDN and compress assets to cut response time.""}, {""id"": ""mobile"", ""title"": ""Mobile responsive"", ""status"": ""pass"", ""detail"": ""Viewport meta tag is present."", ""recommendation"": """"}, {""id"": ""seo_title"", ""title"": ""Page title present"", ""status"": ""pass"", ""detail"": ""Title: \""Spacious Hotel Rooms - Grand Hotel Orlando at Universal Blvd\"""", ""recommendation"": """"}, {""id"": ""seo_meta"", ""title"": ""Meta description present"", ""status"": ""pass"", ""detail"": ""Search snippet is controlled, not auto-generated."", ""recommendation"": """"}, {""id"": ""seo_h1"", ""title"": ""Primary heading (H1) present"", ""status"": ""pass"", ""detail"": ""Clear page hierarchy for SEO."", ""recommendation"": """"}, {""id"": ""favicon"", ""title"": ""Favicon present"", ""status"": ""pass"", ""detail"": ""Browser tab branding is set."", ""recommendation"": """"}, {""id"": ""social_tags"", ""title"": ""Social share tags present"", ""status"": ""pass"", ""detail"": ""Links preview correctly on social/chat apps."", ""recommendation"": """"}], ""flaw_count"": 1, ""primary_flaw"": ""Sluggish load time (1.4s)""}",https://demo-site-beige-eight.vercel.app/?biz=Grand+Hotel+Universal&city=Orlando&cat=tourism%3Dhotel&phone=%2B1+407+313+9999&report=eyJzY29yZSI6IDg1LCAiZ3JhZGUiOiAiQiIsICJpc3N1ZXMiOiBbIlNsdWdnaXNoIGxvYWQgdGltZSAoMS40cykiXX0%3D
141114078,way,Spark Orlando,+1 407-313-4200,,https://www.hilton.com/en/hotels/mcouvpe-spark-orlando-universal-blvd/,Universal Boulevard,Orlando,Florida,32819,tourism=hotel,28.4524653,-81.4643023,website_upgrade,protected_asset,0,70,C,"{""score"": 70, ""grade"": ""C"", ""is_protected"": true, ""error"": null, ""checks"": [], ""flaw_count"": 0, ""primary_flaw"": ""protected_asset""}",https://demo-site-beige-eight.vercel.app/?biz=Spark+Orlando&city=Orlando&cat=tourism%3Dhotel&phone=%2B1+407-313-4200&report=eyJzY29yZSI6IDcwLCAiZ3JhZGUiOiAiQyIsICJpc3N1ZXMiOiBbXX0%3D
141114079,way,"Hotel Landy Orlando Universal Blvd., A Tribute Portfolio Hotel",+1 407 355 0550,info@hotellandy.com,https://www.marriott.com/en-us/hotels/mcost-hotel-landy-orlando-universal-blvd-a-tribute-portfolio-hotel/overview/,Universal Boulevard,Orlando,Florida,32819,tourism=hotel,28.4518049,-81.4659946,website_upgrade,protected_asset,0,70,C,"{""score"": 70, ""grade"": ""C"", ""is_protected"": true, ""error"": null, ""checks"": [], ""flaw_count"": 0, ""primary_flaw"": ""protected_asset""}",https://demo-site-beige-eight.vercel.app/?biz=Hotel+Landy+Orlando+Universal+Blvd.%2C+A+Tribute+Portfolio+Hotel&city=Orlando&cat=tourism%3Dhotel&phone=%2B1+407+355+0550&report=eyJzY29yZSI6IDcwLCAiZ3JhZGUiOiAiQyIsICJpc3N1ZXMiOiBbXX0%3D
141114081,way,Comfort Inn & Suites Universal-Convention Center,+1 407-351-7000,,https://www.choicehotels.com/florida/orlando/comfort-inn-hotels/flc02,Canada Avenue,Orlando,Florida,32819,tourism=hotel,28.4532898,-81.4676719,website_upgrade,Website is unreachable or down,1,0,F,"{""score"": 0, ""grade"": ""F"", ""is_protected"": false, ""error"": ""Connection Failed"", ""checks"": [{""id"": ""uptime"", ""title"": ""Website is unreachable or down"", ""status"": ""fail"", ""detail"": ""The server refused the connection."", ""recommendation"": ""Verify hosting/DNS is active; migrate to reliable hosting.""}], ""flaw_count"": 1, ""primary_flaw"": ""Website is unreachable or down""}",https://demo-site-beige-eight.vercel.app/?biz=Comfort+Inn+%26+Suites+Universal-Convention+Center&city=Orlando&cat=tourism%3Dhotel&phone=%2B1+407-351-7000&report=eyJzY29yZSI6IDAsICJncmFkZSI6ICJGIiwgImlzc3VlcyI6IFsiV2Vic2l0ZSBpcyB1bnJlYWNoYWJsZSBvciBkb3duIl19
